---,Name
8932,"NSLOCTEXT("""", ""ItemTable_8932_Name"", ""\""The Ritual\"" by Michael Bielaczyc"")"
8933,"NSLOCTEXT("""", ""ItemTable_8933_Name"", ""\""Witch King of Hyperborea\"" by Javier A. Vidaurre"")"
8934,"NSLOCTEXT("""", ""ItemTable_8934_Name"", ""\""Guardian in the Unnamed City\"" by Vladimir Shapovalov"")"
10001,"NSLOCTEXT("""", ""ItemTable_10001_Name"", ""Stone"")"
10002,"NSLOCTEXT("""", ""ItemTable_10002_Name"", ""Queen Bee"")"
10003,"NSLOCTEXT("""", ""ItemTable_10003_Name"", ""Worker Bee"")"
10005,"NSLOCTEXT("""", ""ItemTable_10005_Name"", ""Bark"")"
10010,"NSLOCTEXT("""", ""ItemTable_10010_Name"", ""Corrupted Bone"")"
10011,"NSLOCTEXT("""", ""ItemTable_10011_Name"", ""Wood"")"
10012,"NSLOCTEXT("""", ""ItemTable_10012_Name"", ""Branch"")"
10020,"NSLOCTEXT("""", ""ItemTable_10020_Name"", ""Khari Steel"")"
10021,"NSLOCTEXT("""", ""ItemTable_10021_Name"", ""Bone"")"
10022,"NSLOCTEXT("""", ""ItemTable_10022_Name"", ""Dragonbone"")"
10023,"NSLOCTEXT("""", ""ItemTable_10023_Name"", ""Dragonhorn"")"
10024,"NSLOCTEXT("""", ""ItemTable_10024_Name"", ""Ice Shard"")"
10025,"NSLOCTEXT("""", ""ItemTable_10025_Name"", ""Ancient Obolus"")"
10026,"NSLOCTEXT("""", ""ItemTable_10026_Name"", ""Magi Skull"")"
10027,"NSLOCTEXT("""", ""ItemTable_10027_Name"", ""Blood Crystal"")"
10028,"NSLOCTEXT("""", ""ItemTable_10028_Name"", ""Severed Head of Kurak"")"
10029,"NSLOCTEXT("""", ""ItemTable_10029_Name"", ""Gnarled Fang"")"
10030,"NSLOCTEXT("""", ""ItemTable_10030_Name"", ""Champion Lure"")"
10031,"NSLOCTEXT("""", ""ItemTable_10031_Name"", ""Grand Champion Lure"")"
10032,"NSLOCTEXT("""", ""ItemTable_10032_Name"", ""Tainted Grand Champion Lure"")"
10033,"NSLOCTEXT("""", ""ItemTable_10033_Name"", ""Ancient Blood"")"
10034,"NSLOCTEXT("""", ""ItemTable_10034_Name"", ""Warpaint - Jhebbal Sag Hunter"")"
10035,"NSLOCTEXT("""", ""ItemTable_10035_Name"", ""Flesh Map"")"
10036,"NSLOCTEXT("""", ""ItemTable_10036_Name"", ""Flesh Map"")"
10037,"NSLOCTEXT("""", ""ItemTable_10037_Name"", ""Savage Horn"")"
10040,"NSLOCTEXT("""", ""ItemTable_10040_Name"", ""Brand of the Mammoth"")"
10041,"NSLOCTEXT("""", ""ItemTable_10041_Name"", ""Brand of the Panther"")"
10042,"NSLOCTEXT("""", ""ItemTable_10042_Name"", ""Brand of the Rhino"")"
10044,"NSLOCTEXT("""", ""ItemTable_10044_Name"", ""Potion of the Hunt"")"
10045,"NSLOCTEXT("""", ""ItemTable_10045_Name"", ""Hunter\'s Satchel"")"
10046,"NSLOCTEXT("""", ""ItemTable_10046_Name"", ""Bestial Regalia"")"
10047,"NSLOCTEXT("""", ""ItemTable_10047_Name"", ""Bestial Regalia"")"
10048,"NSLOCTEXT("""", ""ItemTable_10048_Name"", ""Feral Claws"")"
10049,"NSLOCTEXT("""", ""ItemTable_10049_Name"", ""Feral Claws"")"
10050,"NSLOCTEXT("""", ""ItemTable_10050_Name"", ""Basin of Jhebbal Sag"")"
10053,"NSLOCTEXT("""", ""ItemTable_10053_Name"", ""Wall Paint - Mammoth"")"
10054,"NSLOCTEXT("""", ""ItemTable_10054_Name"", ""Wall Paint - Rhino"")"
10055,"NSLOCTEXT("""", ""ItemTable_10055_Name"", ""Wall Paint - Panther"")"
10056,"NSLOCTEXT("""", ""ItemTable_10056_Name"", ""Wall Paint - Werehyena"")"
10057,"NSLOCTEXT("""", ""ItemTable_10057_Name"", ""Savage Skull Warhammer"")"
10058,"NSLOCTEXT("""", ""ItemTable_10058_Name"", ""Savage Skull Warhammer"")"
10059,"NSLOCTEXT("""", ""ItemTable_10059_Name"", ""Statue of Jhebbal Sag"")"
10060,"NSLOCTEXT("""", ""ItemTable_10060_Name"", ""Throne of Jhebbal Sag"")"
10061,"NSLOCTEXT("""", ""ItemTable_10061_Name"", ""Werehyena Hunter"")"
10062,"NSLOCTEXT("""", ""ItemTable_10062_Name"", ""Red Bioluminescent Mushroom"")"
10063,"NSLOCTEXT("""", ""ItemTable_10063_Name"", ""Green Bioluminescent Mushroom"")"
10064,"NSLOCTEXT("""", ""ItemTable_10064_Name"", ""Lemurian Brazier"")"
10065,"NSLOCTEXT("""", ""ItemTable_10065_Name"", ""Altar of Jhebbal Sag"")"
10066,"NSLOCTEXT("""", ""ItemTable_10066_Name"", ""Malodorous Grand Champion Lure"")"
10067,"NSLOCTEXT("""", ""ItemTable_10067_Name"", ""Scroll (Bestial Regalia)"")"
10068,"NSLOCTEXT("""", ""ItemTable_10068_Name"", ""Scroll (Feral Claws)"")"
10069,"NSLOCTEXT("""", ""ItemTable_10069_Name"", ""Scroll (Basin of Jhebbal Sag)"")"
10072,"NSLOCTEXT("""", ""ItemTable_10072_Name"", ""Scroll (Wall Paint - Mammoth)"")"
10073,"NSLOCTEXT("""", ""ItemTable_10073_Name"", ""Scroll (Wall Paint - Rhino)"")"
10074,"NSLOCTEXT("""", ""ItemTable_10074_Name"", ""Scroll (Wall Paint - Panther)"")"
10075,"NSLOCTEXT("""", ""ItemTable_10075_Name"", ""Scroll (Wall Paint - Werehyena)"")"
10076,"NSLOCTEXT("""", ""ItemTable_10076_Name"", ""Scroll (Skull Warhammer)"")"
10077,"NSLOCTEXT("""", ""ItemTable_10077_Name"", ""Scroll (Statue of Jhebbal Sag)"")"
10078,"NSLOCTEXT("""", ""ItemTable_10078_Name"", ""Scroll (Throne of Jhebbal Sag)"")"
10079,"NSLOCTEXT("""", ""ItemTable_10079_Name"", ""Scroll (Red Bioluminescent Mushroom)"")"
10080,"NSLOCTEXT("""", ""ItemTable_10080_Name"", ""Scroll (Green Bioluminescent Mushroom)"")"
10081,"NSLOCTEXT("""", ""ItemTable_10081_Name"", ""Scroll (Lemurian Brazier)"")"
10082,"NSLOCTEXT("""", ""ItemTable_10082_Name"", ""Scroll (Spike Trap)"")"
10083,"NSLOCTEXT("""", ""ItemTable_10083_Name"", ""Corrupted Savage Horn"")"
10084,"NSLOCTEXT("""", ""ItemTable_10084_Name"", ""Scroll (Emblem Icon - Jhebbal Sag)"")"
10085,"NSLOCTEXT("""", ""ItemTable_10085_Name"", ""Khitan Slaver Bamboo Hat"")"
10086,"NSLOCTEXT("""", ""ItemTable_10086_Name"", ""Khitan Slaver Tunic"")"
10087,"NSLOCTEXT("""", ""ItemTable_10087_Name"", ""Khitan Slaver Wristraps"")"
10088,"NSLOCTEXT("""", ""ItemTable_10088_Name"", ""Khitan Slaver Legwraps"")"
10089,"NSLOCTEXT("""", ""ItemTable_10089_Name"", ""Khitan Slaver Footgear"")"
10090,"NSLOCTEXT("""", ""ItemTable_10090_Name"", ""Khitan Slaver Bamboo Hat"")"
10091,"NSLOCTEXT("""", ""ItemTable_10091_Name"", ""Khitan Slaver Tunic"")"
10092,"NSLOCTEXT("""", ""ItemTable_10092_Name"", ""Khitan Slaver Wristraps"")"
10093,"NSLOCTEXT("""", ""ItemTable_10093_Name"", ""Khitan Slaver Legwraps"")"
10094,"NSLOCTEXT("""", ""ItemTable_10094_Name"", ""Khitan Slaver Footgear"")"
10095,"NSLOCTEXT("""", ""ItemTable_10095_Name"", ""The Tiger\'s Truncheon"")"
10096,"NSLOCTEXT("""", ""ItemTable_10096_Name"", ""Dead Woman\'s Tresses"")"
10097,"NSLOCTEXT("""", ""ItemTable_10097_Name"", ""Misplaced Guardian\'s Will Breaker"")"
10098,"NSLOCTEXT("""", ""ItemTable_10098_Name"", ""Stygian Slave Wain"")"
10099,"NSLOCTEXT("""", ""ItemTable_10099_Name"", ""Khitan Exile\'s Tribute Basin"")"
10100,"NSLOCTEXT("""", ""ItemTable_10100_Name"", ""Blue Smoke Fireworks"")"
10101,"NSLOCTEXT("""", ""ItemTable_10101_Name"", ""Red Brockade Fireworks"")"
10102,"NSLOCTEXT("""", ""ItemTable_10102_Name"", ""Sundered Manacles"")"
10103,"NSLOCTEXT("""", ""ItemTable_10103_Name"", ""Hardened Steel Cage"")"
10104,"NSLOCTEXT("""", ""ItemTable_10104_Name"", ""Armor Schematic (Khitan Slaver)"")"
10105,"NSLOCTEXT("""", ""ItemTable_10105_Name"", ""Scroll (Hardened Steel Cage)"")"
10106,"NSLOCTEXT("""", ""ItemTable_10106_Name"", ""Scroll (Stygian Slave Wain)"")"
10107,"NSLOCTEXT("""", ""ItemTable_10107_Name"", ""Scroll (Khitan Exile\'s Tribute Basin)"")"
10108,"NSLOCTEXT("""", ""ItemTable_10108_Name"", ""Scroll (Blue Smoke Fireworks)"")"
10109,"NSLOCTEXT("""", ""ItemTable_10109_Name"", ""Scroll (Red Brocade Fireworks)"")"
10110,"NSLOCTEXT("""", ""ItemTable_10110_Name"", ""Armor Schematic (Sundered Manacles)"")"
10111,"NSLOCTEXT("""", ""ItemTable_10111_Name"", ""Armor Schematic (Mad Prophet)"")"
10112,"NSLOCTEXT("""", ""ItemTable_10112_Name"", ""Liu Fei\'s Circle of Power"")"
10999,"NSLOCTEXT("""", ""ItemTable_10999_Name"", ""Charcoal"")"
11000,"NSLOCTEXT("""", ""ItemTable_11000_Name"", ""Bag of Essences"")"
11001,"NSLOCTEXT("""", ""ItemTable_11001_Name"", ""Ironstone"")"
11002,"NSLOCTEXT("""", ""ItemTable_11002_Name"", ""Bag of Assorted Venoms"")"
11003,"NSLOCTEXT("""", ""ItemTable_11003_Name"", ""Venom-Sac"")"
11004,"NSLOCTEXT("""", ""ItemTable_11004_Name"", ""Eyes of the Wight"")"
11005,"NSLOCTEXT("""", ""ItemTable_11005_Name"", ""Eyes of the Demon"")"
11006,"NSLOCTEXT("""", ""ItemTable_11006_Name"", ""Hyperborean Witch Blood"")"
11007,"NSLOCTEXT("""", ""ItemTable_11007_Name"", ""Wolf-Eye"")"
11008,"NSLOCTEXT("""", ""ItemTable_11008_Name"", ""Reptile-Eye"")"
11009,"NSLOCTEXT("""", ""ItemTable_11009_Name"", ""Eldarium Cache"")"
11010,"NSLOCTEXT("""", ""ItemTable_11010_Name"", ""Jailor\'s Key"")"
11011,"NSLOCTEXT("""", ""ItemTable_11011_Name"", ""Coal"")"
11012,"NSLOCTEXT("""", ""ItemTable_11012_Name"", ""Tablet of Power"")"
11013,"NSLOCTEXT("""", ""ItemTable_11013_Name"", ""Essence of Rot"")"
11014,"NSLOCTEXT("""", ""ItemTable_11014_Name"", ""Molten Heart"")"
11016,"NSLOCTEXT("""", ""ItemTable_11016_Name"", ""Inner Sanctum Key"")"
11017,"NSLOCTEXT("""", ""ItemTable_11017_Name"", ""Key Fragment"")"
11018,"NSLOCTEXT("""", ""ItemTable_11018_Name"", ""Key to the Arena"")"
11019,"NSLOCTEXT("""", ""ItemTable_11019_Name"", ""The Warmaker\'s Key"")"
11020,"NSLOCTEXT("""", ""ItemTable_11020_Name"", ""Bronze Coin"")"
11021,"NSLOCTEXT("""", ""ItemTable_11021_Name"", ""Black Blood"")"
11022,"NSLOCTEXT("""", ""ItemTable_11022_Name"", ""Red Crystal"")"
11023,"NSLOCTEXT("""", ""ItemTable_11023_Name"", ""Blue Crystal"")"
11024,"NSLOCTEXT("""", ""ItemTable_11024_Name"", ""Green Crystal"")"
11025,"NSLOCTEXT("""", ""ItemTable_11025_Name"", ""Rare Spices"")"
11026,"NSLOCTEXT("""", ""ItemTable_11026_Name"", ""Torn Rags"")"
11027,"NSLOCTEXT("""", ""ItemTable_11027_Name"", ""Tablet of Knowledge"")"
11028,"NSLOCTEXT("""", ""ItemTable_11028_Name"", ""Blue Feather"")"
11029,"NSLOCTEXT("""", ""ItemTable_11029_Name"", ""Black Feather"")"
11030,"NSLOCTEXT("""", ""ItemTable_11030_Name"", ""Obsidian Shard"")"
11031,"NSLOCTEXT("""", ""ItemTable_11031_Name"", ""Obsidian Gem"")"
11032,"NSLOCTEXT("""", ""ItemTable_11032_Name"", ""Pouch"")"
11033,"NSLOCTEXT("""", ""ItemTable_11033_Name"", ""Inert Gem"")"
11034,"NSLOCTEXT("""", ""ItemTable_11034_Name"", ""Scales"")"
11035,"NSLOCTEXT("""", ""ItemTable_11035_Name"", ""Volcanic Flower"")"
11036,"NSLOCTEXT("""", ""ItemTable_11036_Name"", ""Rusted Key"")"
11037,"NSLOCTEXT("""", ""ItemTable_11037_Name"", ""Key"")"
11038,"NSLOCTEXT("""", ""ItemTable_11038_Name"", ""Golden Key"")"
11039,"NSLOCTEXT("""", ""ItemTable_11039_Name"", ""Silver Key"")"
11040,"NSLOCTEXT("""", ""ItemTable_11040_Name"", ""Imbued Alchemical Stone"")"
11041,"NSLOCTEXT("""", ""ItemTable_11041_Name"", ""Glowing Blue Gem"")"
11042,"NSLOCTEXT("""", ""ItemTable_11042_Name"", ""Glowing Green Gem"")"
11043,"NSLOCTEXT("""", ""ItemTable_11043_Name"", ""Glowing Red Gem"")"
11044,"NSLOCTEXT("""", ""ItemTable_11044_Name"", ""Journal"")"
11045,"NSLOCTEXT("""", ""ItemTable_11045_Name"", ""Insignia of Derketo"")"
11046,"NSLOCTEXT("""", ""ItemTable_11046_Name"", ""Insignia of Jhebbal Sag"")"
11047,"NSLOCTEXT("""", ""ItemTable_11047_Name"", ""Insignia of Mitra"")"
11048,"NSLOCTEXT("""", ""ItemTable_11048_Name"", ""Insignia of Set"")"
11049,"NSLOCTEXT("""", ""ItemTable_11049_Name"", ""Insignia of Ymir"")"
11050,"NSLOCTEXT("""", ""ItemTable_11050_Name"", ""Insignia of Yog"")"
11051,"NSLOCTEXT("""", ""ItemTable_11051_Name"", ""Crystal"")"
11052,"NSLOCTEXT("""", ""ItemTable_11052_Name"", ""Silverstone"")"
11053,"NSLOCTEXT("""", ""ItemTable_11053_Name"", ""Goldstone"")"
11054,"NSLOCTEXT("""", ""ItemTable_11054_Name"", ""Gold Bar"")"
11055,"NSLOCTEXT("""", ""ItemTable_11055_Name"", ""Silver Bar"")"
11056,"NSLOCTEXT("""", ""ItemTable_11056_Name"", ""Feather"")"
11057,"NSLOCTEXT("""", ""ItemTable_11057_Name"", ""Rhino Hide"")"
11058,"NSLOCTEXT("""", ""ItemTable_11058_Name"", ""Hyena Pelt"")"
11059,"NSLOCTEXT("""", ""ItemTable_11059_Name"", ""Elephant Hide"")"
11060,"NSLOCTEXT("""", ""ItemTable_11060_Name"", ""Feline Pelt"")"
11061,"NSLOCTEXT("""", ""ItemTable_11061_Name"", ""Bear Pelt"")"
11062,"NSLOCTEXT("""", ""ItemTable_11062_Name"", ""Chitin"")"
11063,"NSLOCTEXT("""", ""ItemTable_11063_Name"", ""Bat Skin"")"
11064,"NSLOCTEXT("""", ""ItemTable_11064_Name"", ""Obsidian"")"
11065,"NSLOCTEXT("""", ""ItemTable_11065_Name"", ""Silver Coin"")"
11066,"NSLOCTEXT("""", ""ItemTable_11066_Name"", ""Gold Coin"")"
11067,"NSLOCTEXT("""", ""ItemTable_11067_Name"", ""Silver Dust"")"
11068,"NSLOCTEXT("""", ""ItemTable_11068_Name"", ""Gold Dust"")"
11069,"NSLOCTEXT("""", ""ItemTable_11069_Name"", ""Wolf Pelt"")"
11070,"NSLOCTEXT("""", ""ItemTable_11070_Name"", ""Alchemical Base"")"
11071,"NSLOCTEXT("""", ""ItemTable_11071_Name"", ""Ivory"")"
11072,"NSLOCTEXT("""", ""ItemTable_11072_Name"", ""Claws"")"
11073,"NSLOCTEXT("""", ""ItemTable_11073_Name"", ""Skeleton Key"")"
11074,"NSLOCTEXT("""", ""ItemTable_11074_Name"", ""Pontoon"")"
11075,"NSLOCTEXT("""", ""ItemTable_11075_Name"", ""Coin Mold"")"
11076,"NSLOCTEXT("""", ""ItemTable_11076_Name"", ""Compost"")"
11077,"NSLOCTEXT("""", ""ItemTable_11077_Name"", ""Potent Compost"")"
11078,"NSLOCTEXT("""", ""ItemTable_11078_Name"", ""Bonemeal"")"
11079,"NSLOCTEXT("""", ""ItemTable_11079_Name"", ""Blood"")"
11080,"NSLOCTEXT("""", ""ItemTable_11080_Name"", ""Frost Lotus Flower"")"
11081,"NSLOCTEXT("""", ""ItemTable_11081_Name"", ""Frost Lotus Seeds"")"
11082,"NSLOCTEXT("""", ""ItemTable_11082_Name"", ""Yellow Lotus Seeds"")"
11083,"NSLOCTEXT("""", ""ItemTable_11083_Name"", ""Purple Lotus Flower"")"
11084,"NSLOCTEXT("""", ""ItemTable_11084_Name"", ""Purple Lotus Powder"")"
11085,"NSLOCTEXT("""", ""ItemTable_11085_Name"", ""Purple Lotus Seeds"")"
11086,"NSLOCTEXT("""", ""ItemTable_11086_Name"", ""Black Lotus Flower"")"
11087,"NSLOCTEXT("""", ""ItemTable_11087_Name"", ""Black Lotus Powder"")"
11088,"NSLOCTEXT("""", ""ItemTable_11088_Name"", ""Black Lotus Seeds"")"
11089,"NSLOCTEXT("""", ""ItemTable_11089_Name"", ""Golden Lotus Flower"")"
11090,"NSLOCTEXT("""", ""ItemTable_11090_Name"", ""Golden Lotus Seeds"")"
11091,"NSLOCTEXT("""", ""ItemTable_11091_Name"", ""Grey Lotus Flower"")"
11092,"NSLOCTEXT("""", ""ItemTable_11092_Name"", ""Grey Lotus Powder"")"
11093,"NSLOCTEXT("""", ""ItemTable_11093_Name"", ""Grey Lotus Seeds"")"
11094,"NSLOCTEXT("""", ""ItemTable_11094_Name"", ""Desert Berry-Bush Seeds"")"
11095,"NSLOCTEXT("""", ""ItemTable_11095_Name"", ""Highlands Berry-Bush Seeds"")"
11096,"NSLOCTEXT("""", ""ItemTable_11096_Name"", ""Hops Seeds"")"
11097,"NSLOCTEXT("""", ""ItemTable_11097_Name"", ""Leavening Plant Seeds"")"
11098,"NSLOCTEXT("""", ""ItemTable_11098_Name"", ""Asura\'s Glory Seeds"")"
11099,"NSLOCTEXT("""", ""ItemTable_11099_Name"", ""Midnight Blue Flower Seeds"")"
11100,"NSLOCTEXT("""", ""ItemTable_11100_Name"", ""Orange Phykos Cutting"")"
11101,"NSLOCTEXT("""", ""ItemTable_11101_Name"", ""Vines"")"
11102,"NSLOCTEXT("""", ""ItemTable_11102_Name"", ""Raw Ash"")"
11103,"NSLOCTEXT("""", ""ItemTable_11103_Name"", ""Fragment of Power"")"
11104,"NSLOCTEXT("""", ""ItemTable_11104_Name"", ""Bracelet Mold"")"
11105,"NSLOCTEXT("""", ""ItemTable_11105_Name"", ""Anklet Mold"")"
11106,"NSLOCTEXT("""", ""ItemTable_11106_Name"", ""Circlet Mold"")"
11107,"NSLOCTEXT("""", ""ItemTable_11107_Name"", ""Earring Mold"")"
11108,"NSLOCTEXT("""", ""ItemTable_11108_Name"", ""Insulated Wood"")"
11109,"NSLOCTEXT("""", ""ItemTable_11109_Name"", ""Lupin Seeds"")"
11110,"NSLOCTEXT("""", ""ItemTable_11110_Name"", ""False Mandrake Seeds"")"
11111,"NSLOCTEXT("""", ""ItemTable_11111_Name"", ""Sliver of the Unfulfilled "")"
